COUNTRY,Country,Economic sector,Year,Value
JPN,Japan,Unspecified Fishing,2011,177870
JPN,Japan,Unspecified Fishing,2012,173660
JPN,Japan,Unspecified Fishing,2013,180990
JPN,Japan,Unspecified Fishing,2014,173040
JPN,Japan,Unspecified Fishing,2015,166610
JPN,Japan,Unspecified Fishing,2016,160020
JPN,Japan,Unspecified Fishing,2017,153490
KOR,Korea,Fishing Sector,2005,92527
KOR,Korea,Fishing Sector,2006,84863
KOR,Korea,Fishing Sector,2007,80110
KOR,Korea,Fishing Sector,2008,77918
KOR,Korea,Fishing Sector,2009,74031
KOR,Korea,Fishing Sector,2010,82677
KOR,Korea,Fishing Sector,2011,73918
KOR,Korea,Fishing Sector,2013,70158
KOR,Korea,Fishing Sector,2014,68157
KOR,Korea,Fishing Sector,2015,72365
KOR,Korea,Fishing Sector,2016,61505
KOR,Korea,Fishing Sector,2017,65511
KOR,Korea,Inland Waters Fishing,2005,3684
KOR,Korea,Inland Waters Fishing,2010,3334
KOR,Korea,Inland Waters Fishing,2015,5008
KOR,Korea,Marine Coastal Fishing,2005,86308
KOR,Korea,Marine Coastal Fishing,2006,82524
KOR,Korea,Marine Coastal Fishing,2007,77965
KOR,Korea,Marine Coastal Fishing,2008,76021
KOR,Korea,Marine Coastal Fishing,2009,72103
KOR,Korea,Marine Coastal Fishing,2010,77451
KOR,Korea,Marine Coastal Fishing,2011,71865
KOR,Korea,Marine Coastal Fishing,2013,68253
KOR,Korea,Marine Coastal Fishing,2014,68157
KOR,Korea,Marine Coastal Fishing,2015,67357
KOR,Korea,Marine Coastal Fishing,2016,61505
KOR,Korea,Marine Coastal Fishing,2017,65511
KOR,Korea,Marine Deep-Sea Fishing,2005,2535
KOR,Korea,Marine Deep-Sea Fishing,2006,2339
KOR,Korea,Marine Deep-Sea Fishing,2007,2145
KOR,Korea,Marine Deep-Sea Fishing,2008,1897
KOR,Korea,Marine Deep-Sea Fishing,2009,1928
KOR,Korea,Marine Deep-Sea Fishing,2010,1892
KOR,Korea,Marine Deep-Sea Fishing,2011,2053
KOR,Korea,Marine Deep-Sea Fishing,2013,1905
KOR,Korea,Aquaculture,2005,46688
KOR,Korea,Aquaculture,2006,45524
KOR,Korea,Aquaculture,2007,44951
KOR,Korea,Aquaculture,2008,42858
KOR,Korea,Aquaculture,2009,43428
KOR,Korea,Aquaculture,2010,32280
KOR,Korea,Aquaculture,2011,32038
KOR,Korea,Aquaculture,2013,29719
KOR,Korea,Aquaculture,2014,27652
KOR,Korea,Aquaculture,2015,22787
KOR,Korea,Aquaculture,2016,26709
KOR,Korea,Aquaculture,2017,22374
MEX,Mexico,Fishing Sector,2005,255529
MEX,Mexico,Fishing Sector,2006,257939
MEX,Mexico,Fishing Sector,2007,253237
MEX,Mexico,Fishing Sector,2008,243449
MEX,Mexico,Fishing Sector,2009,242576
MEX,Mexico,Fishing Sector,2010,250680
MEX,Mexico,Fishing Sector,2011,222681
MEX,Mexico,Fishing Sector,2012,210247
MEX,Mexico,Fishing Sector,2013,216283
MEX,Mexico,Fishing Sector,2014,214669
MEX,Mexico,Fishing Sector,2015,238590
MEX,Mexico,Fishing Sector,2016,237995
MEX,Mexico,Fishing Sector,2017,238783
MEX,Mexico,Inland Waters Fishing,2005,11458
MEX,Mexico,Inland Waters Fishing,2006,11478
MEX,Mexico,Inland Waters Fishing,2007,11602
MEX,Mexico,Inland Waters Fishing,2008,11110
MEX,Mexico,Inland Waters Fishing,2009,11065
MEX,Mexico,Inland Waters Fishing,2010,9002
MEX,Mexico,Inland Waters Fishing,2011,8850
MEX,Mexico,Inland Waters Fishing,2012,10907
MEX,Mexico,Inland Waters Fishing,2013,14744
MEX,Mexico,Inland Waters Fishing,2014,10285
MEX,Mexico,Inland Waters Fishing,2015,11622
MEX,Mexico,Inland Waters Fishing,2016,11415
MEX,Mexico,Inland Waters Fishing,2017,11601
MEX,Mexico,Marine Coastal Fishing,2005,166970
MEX,Mexico,Marine Coastal Fishing,2006,207924
MEX,Mexico,Marine Coastal Fishing,2007,204284
MEX,Mexico,Marine Coastal Fishing,2008,204778
MEX,Mexico,Marine Coastal Fishing,2009,205212
MEX,Mexico,Marine Coastal Fishing,2010,216037
MEX,Mexico,Marine Coastal Fishing,2011,188306
MEX,Mexico,Marine Coastal Fishing,2012,175803
MEX,Mexico,Marine Coastal Fishing,2013,185197
MEX,Mexico,Marine Coastal Fishing,2014,188758
MEX,Mexico,Marine Coastal Fishing,2015,211176
MEX,Mexico,Marine Coastal Fishing,2016,210518
MEX,Mexico,Marine Coastal Fishing,2017,211257
MEX,Mexico,Marine Deep-Sea Fishing,2005,34094
MEX,Mexico,Marine Deep-Sea Fishing,2006,38537
MEX,Mexico,Marine Deep-Sea Fishing,2007,37351
MEX,Mexico,Marine Deep-Sea Fishing,2008,27561
MEX,Mexico,Marine Deep-Sea Fishing,2009,26299
MEX,Mexico,Marine Deep-Sea Fishing,2010,25641
MEX,Mexico,Marine Deep-Sea Fishing,2011,25525
MEX,Mexico,Marine Deep-Sea Fishing,2012,23537
MEX,Mexico,Marine Deep-Sea Fishing,2013,16342
MEX,Mexico,Marine Deep-Sea Fishing,2014,15626
MEX,Mexico,Marine Deep-Sea Fishing,2015,15792
MEX,Mexico,Marine Deep-Sea Fishing,2016,16062
MEX,Mexico,Marine Deep-Sea Fishing,2017,15925
MEX,Mexico,Unspecified Fishing,2005,43007
MEX,Mexico,Aquaculture,2005,23522
MEX,Mexico,Aquaculture,2006,24999
MEX,Mexico,Aquaculture,2007,30418
MEX,Mexico,Aquaculture,2008,30332
MEX,Mexico,Aquaculture,2009,30690
MEX,Mexico,Aquaculture,2010,43123
MEX,Mexico,Aquaculture,2011,48688
MEX,Mexico,Aquaculture,2012,56133
MEX,Mexico,Aquaculture,2013,56250
MEX,Mexico,Aquaculture,2014,56250
MEX,Mexico,Aquaculture,2015,56250
MEX,Mexico,Aquaculture,2016,56250
MEX,Mexico,Aquaculture,2017,56250
MEX,Mexico,Processing,2005,18749
MEX,Mexico,Processing,2006,19402
MEX,Mexico,Processing,2007,19464
NLD,Netherlands,Fishing Sector,2005,2509
NLD,Netherlands,Fishing Sector,2006,2321
NLD,Netherlands,Fishing Sector,2007,2352
NLD,Netherlands,Fishing Sector,2008,2304
NLD,Netherlands,Fishing Sector,2009,2364
NLD,Netherlands,Fishing Sector,2010,2165
NLD,Netherlands,Fishing Sector,2011,2007
NLD,Netherlands,Fishing Sector,2012,2009
NLD,Netherlands,Fishing Sector,2013,2017
NLD,Netherlands,Fishing Sector,2014,1849
NLD,Netherlands,Fishing Sector,2015,1779
NLD,Netherlands,Fishing Sector,2016,1881
NLD,Netherlands,Fishing Sector,2017,1981
NLD,Netherlands,Inland Waters Fishing,2005,480
NLD,Netherlands,Inland Waters Fishing,2006,460
NLD,Netherlands,Inland Waters Fishing,2007,440
NLD,Netherlands,Inland Waters Fishing,2008,420
NLD,Netherlands,Inland Waters Fishing,2009,400
NLD,Netherlands,Inland Waters Fishing,2010,350
NLD,Netherlands,Inland Waters Fishing,2011,300
NLD,Netherlands,Inland Waters Fishing,2012,285
NLD,Netherlands,Inland Waters Fishing,2013,275
NLD,Netherlands,Inland Waters Fishing,2014,170
NLD,Netherlands,Inland Waters Fishing,2015,160
NLD,Netherlands,Inland Waters Fishing,2016,150
NLD,Netherlands,Inland Waters Fishing,2017,150
NLD,Netherlands,Marine Coastal Fishing,2005,1469
NLD,Netherlands,Marine Coastal Fishing,2006,1396
NLD,Netherlands,Marine Coastal Fishing,2007,1404
NLD,Netherlands,Marine Coastal Fishing,2008,1376
NLD,Netherlands,Marine Coastal Fishing,2009,1462
NLD,Netherlands,Marine Coastal Fishing,2010,1315
NLD,Netherlands,Marine Coastal Fishing,2011,1207
NLD,Netherlands,Marine Coastal Fishing,2012,1239
NLD,Netherlands,Marine Coastal Fishing,2013,1292
NLD,Netherlands,Marine Coastal Fishing,2014,1271
NLD,Netherlands,Marine Coastal Fishing,2015,1283
NLD,Netherlands,Marine Coastal Fishing,2016,1388
NLD,Netherlands,Marine Coastal Fishing,2017,1481
NLD,Netherlands,Marine Deep-Sea Fishing,2005,560
NLD,Netherlands,Marine Deep-Sea Fishing,2006,465
NLD,Netherlands,Marine Deep-Sea Fishing,2007,508
NLD,Netherlands,Marine Deep-Sea Fishing,2008,508
NLD,Netherlands,Marine Deep-Sea Fishing,2009,502
NLD,Netherlands,Marine Deep-Sea Fishing,2010,500
NLD,Netherlands,Marine Deep-Sea Fishing,2011,500
NLD,Netherlands,Marine Deep-Sea Fishing,2012,485
NLD,Netherlands,Marine Deep-Sea Fishing,2013,450
NLD,Netherlands,Marine Deep-Sea Fishing,2014,408
NLD,Netherlands,Marine Deep-Sea Fishing,2015,336
NLD,Netherlands,Marine Deep-Sea Fishing,2016,343
NLD,Netherlands,Marine Deep-Sea Fishing,2017,350
NLD,Netherlands,Aquaculture,2005,260
NLD,Netherlands,Aquaculture,2006,245
NLD,Netherlands,Aquaculture,2007,235
NLD,Netherlands,Aquaculture,2008,220
NLD,Netherlands,Aquaculture,2009,391
NLD,Netherlands,Aquaculture,2010,369
NLD,Netherlands,Aquaculture,2011,357
NLD,Netherlands,Aquaculture,2012,363
NLD,Netherlands,Aquaculture,2013,216
NLD,Netherlands,Aquaculture,2014,212
NLD,Netherlands,Aquaculture,2015,200
NLD,Netherlands,Aquaculture,2016,200
NLD,Netherlands,Aquaculture,2017,200
NLD,Netherlands,Processing,2005,2600
NLD,Netherlands,Processing,2006,2550
NLD,Netherlands,Processing,2007,2500
NLD,Netherlands,Processing,2008,2325
NLD,Netherlands,Processing,2009,2775
NLD,Netherlands,Processing,2010,2506
NLD,Netherlands,Processing,2011,2537
NLD,Netherlands,Processing,2012,2469
NLD,Netherlands,Processing,2013,2649
NLD,Netherlands,Processing,2014,2815
NLD,Netherlands,Processing,2015,2800
NLD,Netherlands,Processing,2016,2800
NLD,Netherlands,Processing,2017,2800
NZL,New Zealand,Fishing Sector,2005,1600
NZL,New Zealand,Fishing Sector,2006,1600
NZL,New Zealand,Fishing Sector,2007,1600
NZL,New Zealand,Fishing Sector,2008,1600
NZL,New Zealand,Fishing Sector,2009,1850
NZL,New Zealand,Fishing Sector,2010,1800
NZL,New Zealand,Fishing Sector,2011,1800
NZL,New Zealand,Fishing Sector,2012,1700
NZL,New Zealand,Fishing Sector,2013,1800
NZL,New Zealand,Fishing Sector,2014,1850
NZL,New Zealand,Fishing Sector,2015,2050
NZL,New Zealand,Fishing Sector,2016,2000
NZL,New Zealand,Fishing Sector,2017,2500
NZL,New Zealand,Unspecified Fishing,2005,1600
NZL,New Zealand,Unspecified Fishing,2006,1600
NZL,New Zealand,Unspecified Fishing,2007,1600
NZL,New Zealand,Unspecified Fishing,2008,1600
NZL,New Zealand,Unspecified Fishing,2009,1850
NZL,New Zealand,Unspecified Fishing,2010,1800
NZL,New Zealand,Unspecified Fishing,2011,1800
NZL,New Zealand,Unspecified Fishing,2012,1700
NZL,New Zealand,Unspecified Fishing,2013,1800
NZL,New Zealand,Unspecified Fishing,2014,1850
NZL,New Zealand,Unspecified Fishing,2015,2050
NZL,New Zealand,Unspecified Fishing,2016,2000
NZL,New Zealand,Unspecified Fishing,2017,2500
NZL,New Zealand,Aquaculture,2005,730
NZL,New Zealand,Aquaculture,2006,720
NZL,New Zealand,Aquaculture,2007,680
NZL,New Zealand,Aquaculture,2008,680
NZL,New Zealand,Aquaculture,2009,810
NZL,New Zealand,Aquaculture,2010,650
NZL,New Zealand,Aquaculture,2011,620
NZL,New Zealand,Aquaculture,2012,610
NZL,New Zealand,Aquaculture,2013,700
NZL,New Zealand,Aquaculture,2014,660
NZL,New Zealand,Aquaculture,2015,650
NZL,New Zealand,Aquaculture,2016,750
NZL,New Zealand,Aquaculture,2017,750
NZL,New Zealand,Processing,2005,6800
NZL,New Zealand,Processing,2006,6740
NZL,New Zealand,Processing,2007,6520
NZL,New Zealand,Processing,2008,5870
NZL,New Zealand,Processing,2009,5690
NZL,New Zealand,Processing,2010,5640
NZL,New Zealand,Processing,2011,5540
NZL,New Zealand,Processing,2012,5750
NZL,New Zealand,Processing,2013,5470
NZL,New Zealand,Processing,2014,5400
NZL,New Zealand,Processing,2015,4950
NZL,New Zealand,Processing,2016,5350
NZL,New Zealand,Processing,2017,5150
NOR,Norway,Fishing Sector,2005,15532
NOR,Norway,Fishing Sector,2006,14728
NOR,Norway,Fishing Sector,2007,14034
NOR,Norway,Fishing Sector,2008,13537
NOR,Norway,Fishing Sector,2009,13229
NOR,Norway,Fishing Sector,2010,12993
NOR,Norway,Fishing Sector,2011,12768
NOR,Norway,Fishing Sector,2012,12048
NOR,Norway,Fishing Sector,2013,11611
NOR,Norway,Fishing Sector,2014,11301
NOR,Norway,Fishing Sector,2015,11130
NOR,Norway,Fishing Sector,2016,11236
NOR,Norway,Fishing Sector,2017,11320
NOR,Norway,Marine Coastal Fishing,2005,15532
NOR,Norway,Marine Coastal Fishing,2006,14728
NOR,Norway,Marine Coastal Fishing,2007,14034
NOR,Norway,Marine Coastal Fishing,2008,13537
NOR,Norway,Marine Coastal Fishing,2009,13229
NOR,Norway,Marine Coastal Fishing,2010,12993
NOR,Norway,Marine Coastal Fishing,2011,12768
NOR,Norway,Marine Coastal Fishing,2012,12048
NOR,Norway,Marine Coastal Fishing,2013,11611
NOR,Norway,Marine Coastal Fishing,2014,11301
NOR,Norway,Marine Coastal Fishing,2015,11130
NOR,Norway,Marine Coastal Fishing,2016,11236
NOR,Norway,Marine Coastal Fishing,2017,11320
NOR,Norway,Aquaculture,2005,4222
NOR,Norway,Aquaculture,2006,4553
NOR,Norway,Aquaculture,2007,4778
NOR,Norway,Aquaculture,2008,4870
NOR,Norway,Aquaculture,2009,5064
NOR,Norway,Aquaculture,2010,5525
NOR,Norway,Aquaculture,2011,5877
NOR,Norway,Aquaculture,2012,5893
NOR,Norway,Aquaculture,2013,5983
NOR,Norway,Aquaculture,2014,6274
NOR,Norway,Aquaculture,2015,6872
NOR,Norway,Aquaculture,2016,7825
NOR,Norway,Aquaculture,2017,8048
NOR,Norway,Processing,2005,10772
NOR,Norway,Processing,2006,10443
NOR,Norway,Processing,2007,10408
NOR,Norway,Processing,2008,10090
NOR,Norway,Processing,2009,10341
NOR,Norway,Processing,2010,10591
NOR,Norway,Processing,2011,10455
NOR,Norway,Processing,2012,10927
NOR,Norway,Processing,2013,11406
NOR,Norway,Processing,2014,11681
NOR,Norway,Processing,2015,11209
NOR,Norway,Processing,2016,11165
NOR,Norway,Processing,2017,11382
POL,Poland,Fishing Sector,2005,4770
POL,Poland,Fishing Sector,2006,4340
POL,Poland,Fishing Sector,2007,4309
POL,Poland,Fishing Sector,2009,3004
POL,Poland,Fishing Sector,2010,2424
POL,Poland,Fishing Sector,2011,2401
POL,Poland,Fishing Sector,2012,2502
POL,Poland,Fishing Sector,2013,2433
POL,Poland,Fishing Sector,2014,2706
POL,Poland,Fishing Sector,2015,2492
POL,Poland,Fishing Sector,2016,2474
POL,Poland,Fishing Sector,2017,2378
POL,Poland,Inland Waters Fishing,2005,1500
POL,Poland,Inland Waters Fishing,2006,1500
POL,Poland,Inland Waters Fishing,2007,1500
POL,Poland,Marine Coastal Fishing,2005,3030
POL,Poland,Marine Coastal Fishing,2006,2660
POL,Poland,Marine Coastal Fishing,2007,2639
POL,Poland,Marine Coastal Fishing,2009,3004
POL,Poland,Marine Coastal Fishing,2010,715
POL,Poland,Marine Coastal Fishing,2011,715
POL,Poland,Marine Coastal Fishing,2012,710
POL,Poland,Marine Coastal Fishing,2013,660
POL,Poland,Marine Coastal Fishing,2014,1153
POL,Poland,Marine Coastal Fishing,2015,1050
POL,Poland,Marine Coastal Fishing,2016,1069
POL,Poland,Marine Coastal Fishing,2017,987
POL,Poland,Marine Deep-Sea Fishing,2005,240
POL,Poland,Marine Deep-Sea Fishing,2006,180
POL,Poland,Marine Deep-Sea Fishing,2007,170
POL,Poland,Marine Deep-Sea Fishing,2010,300
POL,Poland,Marine Deep-Sea Fishing,2011,300
POL,Poland,Marine Deep-Sea Fishing,2012,215
POL,Poland,Marine Deep-Sea Fishing,2013,230
POL,Poland,Marine Deep-Sea Fishing,2014,220
POL,Poland,Marine Deep-Sea Fishing,2015,220
POL,Poland,Marine Deep-Sea Fishing,2016,225
POL,Poland,Marine Deep-Sea Fishing,2017,225
POL,Poland,Aquaculture,2005,5000
POL,Poland,Aquaculture,2006,5000
POL,Poland,Aquaculture,2007,4202
POL,Poland,Aquaculture,2009,2000
POL,Poland,Aquaculture,2010,2000
POL,Poland,Aquaculture,2011,4926
POL,Poland,Aquaculture,2012,5550
POL,Poland,Aquaculture,2013,5430
POL,Poland,Processing,2005,15900
POL,Poland,Processing,2006,17500
POL,Poland,Processing,2007,16500
POL,Poland,Processing,2009,14500
POL,Poland,Processing,2010,13500
POL,Poland,Processing,2011,17800
POL,Poland,Processing,2012,17600
POL,Poland,Processing,2013,17800
POL,Poland,Processing,2014,17700
POL,Poland,Processing,2015,17302
POL,Poland,Processing,2016,18190
POL,Poland,Processing,2017,18349
PRT,Portugal,Fishing Sector,2005,18085
PRT,Portugal,Fishing Sector,2006,17261
PRT,Portugal,Fishing Sector,2007,17021
PRT,Portugal,Fishing Sector,2008,16854
PRT,Portugal,Fishing Sector,2009,17415
PRT,Portugal,Fishing Sector,2010,16920
PRT,Portugal,Fishing Sector,2011,16402
PRT,Portugal,Fishing Sector,2012,16559
PRT,Portugal,Fishing Sector,2013,16797
PRT,Portugal,Fishing Sector,2014,16779
PRT,Portugal,Fishing Sector,2015,17536
PRT,Portugal,Fishing Sector,2016,17331
PRT,Portugal,Fishing Sector,2017,17642
PRT,Portugal,Inland Waters Fishing,2005,2223
PRT,Portugal,Inland Waters Fishing,2006,2318
PRT,Portugal,Inland Waters Fishing,2007,2376
PRT,Portugal,Inland Waters Fishing,2008,2236
PRT,Portugal,Inland Waters Fishing,2009,2066
PRT,Portugal,Inland Waters Fishing,2010,1936
PRT,Portugal,Inland Waters Fishing,2011,1769
PRT,Portugal,Inland Waters Fishing,2012,1626
PRT,Portugal,Inland Waters Fishing,2013,1680
PRT,Portugal,Inland Waters Fishing,2014,1616
PRT,Portugal,Inland Waters Fishing,2015,1697
PRT,Portugal,Inland Waters Fishing,2016,1697
PRT,Portugal,Inland Waters Fishing,2017,1663
PRT,Portugal,Marine Coastal Fishing,2005,15344
PRT,Portugal,Marine Coastal Fishing,2006,14421
PRT,Portugal,Marine Coastal Fishing,2007,14158
PRT,Portugal,Marine Coastal Fishing,2008,14127
PRT,Portugal,Marine Coastal Fishing,2009,14796
PRT,Portugal,Marine Coastal Fishing,2010,14522
PRT,Portugal,Marine Coastal Fishing,2011,14213
PRT,Portugal,Marine Coastal Fishing,2012,14535
PRT,Portugal,Marine Coastal Fishing,2013,14580
PRT,Portugal,Marine Coastal Fishing,2014,14714
PRT,Portugal,Marine Coastal Fishing,2015,15260
PRT,Portugal,Marine Coastal Fishing,2016,15225
PRT,Portugal,Marine Coastal Fishing,2017,15544
PRT,Portugal,Marine Deep-Sea Fishing,2005,518
PRT,Portugal,Marine Deep-Sea Fishing,2006,522
PRT,Portugal,Marine Deep-Sea Fishing,2007,487
PRT,Portugal,Marine Deep-Sea Fishing,2008,491
PRT,Portugal,Marine Deep-Sea Fishing,2009,553
PRT,Portugal,Marine Deep-Sea Fishing,2010,462
PRT,Portugal,Marine Deep-Sea Fishing,2011,420
PRT,Portugal,Marine Deep-Sea Fishing,2012,398
PRT,Portugal,Marine Deep-Sea Fishing,2013,537
PRT,Portugal,Marine Deep-Sea Fishing,2014,449
PRT,Portugal,Marine Deep-Sea Fishing,2015,579
PRT,Portugal,Marine Deep-Sea Fishing,2016,409
PRT,Portugal,Marine Deep-Sea Fishing,2017,435
SVK,Slovak Republic,Aquaculture,2005,382
SVK,Slovak Republic,Aquaculture,2006,313
SVK,Slovak Republic,Aquaculture,2007,1079
SVK,Slovak Republic,Aquaculture,2008,929
SVK,Slovak Republic,Aquaculture,2009,1108
SVK,Slovak Republic,Aquaculture,2010,895
SVK,Slovak Republic,Aquaculture,2011,929
SVK,Slovak Republic,Aquaculture,2012,221
SVK,Slovak Republic,Aquaculture,2013,403
SVK,Slovak Republic,Aquaculture,2014,423
SVK,Slovak Republic,Aquaculture,2015,734
SVK,Slovak Republic,Aquaculture,2016,641
SVK,Slovak Republic,Processing,2008,1154
SVK,Slovak Republic,Processing,2009,1070
SVK,Slovak Republic,Processing,2011,726
SVK,Slovak Republic,Processing,2012,646
SVK,Slovak Republic,Processing,2013,629
SVK,Slovak Republic,Processing,2014,703
SVK,Slovak Republic,Processing,2015,680
SVK,Slovak Republic,Processing,2016,670
ESP,Spain,Fishing Sector,2005,36709
ESP,Spain,Fishing Sector,2006,35236
ESP,Spain,Fishing Sector,2007,33069
ESP,Spain,Fishing Sector,2008,31387
ESP,Spain,Fishing Sector,2009,39056
ESP,Spain,Fishing Sector,2010,41062
ESP,Spain,Fishing Sector,2011,37493
ESP,Spain,Fishing Sector,2012,28196
ESP,Spain,Fishing Sector,2013,27218
ESP,Spain,Fishing Sector,2014,26785
ESP,Spain,Fishing Sector,2015,25863
ESP,Spain,Fishing Sector,2016,24744
ESP,Spain,Fishing Sector,2017,22823
ESP,Spain,Marine Coastal Fishing,2005,19289
ESP,Spain,Marine Coastal Fishing,2006,18495
ESP,Spain,Marine Coastal Fishing,2007,18088
ESP,Spain,Marine Coastal Fishing,2008,22010
ESP,Spain,Marine Coastal Fishing,2009,12284
ESP,Spain,Marine Coastal Fishing,2010,13720
ESP,Spain,Marine Coastal Fishing,2011,13815
ESP,Spain,Marine Coastal Fishing,2012,16856
ESP,Spain,Marine Coastal Fishing,2013,16612
ESP,Spain,Marine Coastal Fishing,2014,16208
ESP,Spain,Marine Coastal Fishing,2015,15450
ESP,Spain,Marine Coastal Fishing,2016,14577
ESP,Spain,Marine Coastal Fishing,2017,14714
ESP,Spain,Marine Deep-Sea Fishing,2005,17420
ESP,Spain,Marine Deep-Sea Fishing,2006,16741
ESP,Spain,Marine Deep-Sea Fishing,2007,14981
ESP,Spain,Marine Deep-Sea Fishing,2008,9377
ESP,Spain,Marine Deep-Sea Fishing,2009,26772
ESP,Spain,Marine Deep-Sea Fishing,2010,27342
ESP,Spain,Marine Deep-Sea Fishing,2011,23678
ESP,Spain,Marine Deep-Sea Fishing,2012,11340
ESP,Spain,Marine Deep-Sea Fishing,2013,10606
ESP,Spain,Marine Deep-Sea Fishing,2014,10577
ESP,Spain,Marine Deep-Sea Fishing,2015,10413
ESP,Spain,Marine Deep-Sea Fishing,2016,10167
ESP,Spain,Marine Deep-Sea Fishing,2017,8109
ESP,Spain,Aquaculture,2005,6586
ESP,Spain,Aquaculture,2006,6903
ESP,Spain,Aquaculture,2007,7650
ESP,Spain,Aquaculture,2008,6609
ESP,Spain,Aquaculture,2009,6170
ESP,Spain,Aquaculture,2010,6377
ESP,Spain,Aquaculture,2011,27180
ESP,Spain,Aquaculture,2012,7968
ESP,Spain,Aquaculture,2013,6384
ESP,Spain,Aquaculture,2014,6234
ESP,Spain,Aquaculture,2015,6157
ESP,Spain,Aquaculture,2016,6118
ESP,Spain,Aquaculture,2017,8081
SWE,Sweden,Fishing Sector,2005,1902
SWE,Sweden,Fishing Sector,2006,1880
SWE,Sweden,Fishing Sector,2007,1864
SWE,Sweden,Fishing Sector,2008,1800
SWE,Sweden,Fishing Sector,2009,1686
SWE,Sweden,Fishing Sector,2010,1642
SWE,Sweden,Fishing Sector,2011,1603
SWE,Sweden,Fishing Sector,2012,1846
SWE,Sweden,Fishing Sector,2013,1757
SWE,Sweden,Fishing Sector,2014,1668
SWE,Sweden,Fishing Sector,2015,1657
SWE,Sweden,Fishing Sector,2016,1654
SWE,Sweden,Fishing Sector,2017,1590
SWE,Sweden,Inland Waters Fishing,2005,185
SWE,Sweden,Inland Waters Fishing,2006,187
SWE,Sweden,Inland Waters Fishing,2007,192
SWE,Sweden,Inland Waters Fishing,2008,199
SWE,Sweden,Inland Waters Fishing,2009,187
SWE,Sweden,Inland Waters Fishing,2010,184
SWE,Sweden,Inland Waters Fishing,2011,181
SWE,Sweden,Inland Waters Fishing,2012,183
SWE,Sweden,Inland Waters Fishing,2013,180
SWE,Sweden,Inland Waters Fishing,2014,168
SWE,Sweden,Inland Waters Fishing,2015,170
SWE,Sweden,Inland Waters Fishing,2016,169
SWE,Sweden,Inland Waters Fishing,2017,172
SWE,Sweden,Marine Coastal Fishing,2005,1717
SWE,Sweden,Marine Coastal Fishing,2006,1693
SWE,Sweden,Marine Coastal Fishing,2007,1672
SWE,Sweden,Marine Coastal Fishing,2008,1601
SWE,Sweden,Marine Coastal Fishing,2009,1499
SWE,Sweden,Marine Coastal Fishing,2010,1458
SWE,Sweden,Marine Coastal Fishing,2011,1422
SWE,Sweden,Marine Coastal Fishing,2012,1663
SWE,Sweden,Marine Coastal Fishing,2013,1577
SWE,Sweden,Marine Coastal Fishing,2014,1500
SWE,Sweden,Marine Coastal Fishing,2015,1487
SWE,Sweden,Marine Coastal Fishing,2016,1485
SWE,Sweden,Marine Coastal Fishing,2017,1418
SWE,Sweden,Aquaculture,2005,501
SWE,Sweden,Aquaculture,2006,439
SWE,Sweden,Aquaculture,2007,378
SWE,Sweden,Aquaculture,2008,379
SWE,Sweden,Aquaculture,2009,424
SWE,Sweden,Aquaculture,2010,399
SWE,Sweden,Aquaculture,2011,392
SWE,Sweden,Aquaculture,2012,370
SWE,Sweden,Aquaculture,2013,420
SWE,Sweden,Aquaculture,2014,411
SWE,Sweden,Aquaculture,2015,452
SWE,Sweden,Aquaculture,2016,489
SWE,Sweden,Aquaculture,2017,364
SWE,Sweden,Processing,2005,1941
SWE,Sweden,Processing,2006,2216
SWE,Sweden,Processing,2007,2042
SWE,Sweden,Processing,2008,2165
SWE,Sweden,Processing,2009,1991
SWE,Sweden,Processing,2010,2007
SWE,Sweden,Processing,2011,2126
SWE,Sweden,Processing,2012,2135
SWE,Sweden,Processing,2013,2199
SWE,Sweden,Processing,2014,2174
SWE,Sweden,Processing,2015,2171
SWE,Sweden,Processing,2016,2113
TUR,Turkey,Fishing Sector,2005,55629
TUR,Turkey,Fishing Sector,2006,54008
TUR,Turkey,Fishing Sector,2007,54615
TUR,Turkey,Fishing Sector,2008,53893
TUR,Turkey,Fishing Sector,2009,54907
TUR,Turkey,Fishing Sector,2010,54172
TUR,Turkey,Fishing Sector,2011,45204
TUR,Turkey,Fishing Sector,2012,41054
TUR,Turkey,Fishing Sector,2013,37499
TUR,Turkey,Fishing Sector,2014,36719
TUR,Turkey,Fishing Sector,2015,35821
TUR,Turkey,Fishing Sector,2016,36907
TUR,Turkey,Fishing Sector,2017,36664
TUR,Turkey,Inland Waters Fishing,2005,7734
TUR,Turkey,Inland Waters Fishing,2006,7670
TUR,Turkey,Inland Waters Fishing,2007,8972
TUR,Turkey,Inland Waters Fishing,2008,8021
TUR,Turkey,Inland Waters Fishing,2009,7494
TUR,Turkey,Inland Waters Fishing,2010,7811
TUR,Turkey,Inland Waters Fishing,2011,7457
TUR,Turkey,Inland Waters Fishing,2012,4278
TUR,Turkey,Inland Waters Fishing,2013,4044
TUR,Turkey,Inland Waters Fishing,2014,4120
TUR,Turkey,Inland Waters Fishing,2015,4471
TUR,Turkey,Inland Waters Fishing,2016,4276
TUR,Turkey,Inland Waters Fishing,2017,4822
TUR,Turkey,Marine Coastal Fishing,2005,47895
TUR,Turkey,Marine Coastal Fishing,2006,46338
TUR,Turkey,Marine Coastal Fishing,2007,45643
TUR,Turkey,Marine Coastal Fishing,2008,45872
TUR,Turkey,Marine Coastal Fishing,2009,47413
