Species_Code,Species,Country,Country_Code,YEAR,Sum of Value
1,Freshwater fishes,Australia,AUS,2001,1151.926
1,Freshwater fishes,Australia,AUS,2002,1371.09
1,Freshwater fishes,Australia,AUS,2003,1520.46
1,Freshwater fishes,Australia,AUS,2004,1523.91
1,Freshwater fishes,Australia,AUS,2005,1496
1,Freshwater fishes,Australia,AUS,2006,1280
1,Freshwater fishes,Australia,AUS,2007,1308
1,Freshwater fishes,Australia,AUS,2008,1359
1,Freshwater fishes,Australia,AUS,2009,1389
1,Freshwater fishes,Australia,AUS,2010,1417
1,Freshwater fishes,Australia,AUS,2011,1121
1,Freshwater fishes,Australia,AUS,2012,1142
1,Freshwater fishes,Australia,AUS,2013,1125
1,Freshwater fishes,Australia,AUS,2014,1235
1,Freshwater fishes,Australia,AUS,2015,1053
1,Freshwater fishes,Australia,AUS,2016,994.84
1,Freshwater fishes,Australia,AUS,2017,1161
1,Freshwater fishes,Belgium,BEL,2000,0
1,Freshwater fishes,Belgium,BEL,2001,0
1,Freshwater fishes,Belgium,BEL,2002,0
1,Freshwater fishes,Belgium,BEL,2003,0
1,Freshwater fishes,Belgium,BEL,2004,0
1,Freshwater fishes,Belgium,BEL,2005,0
1,Freshwater fishes,Belgium,BEL,2006,0
1,Freshwater fishes,Belgium,BEL,2007,0
1,Freshwater fishes,Belgium,BEL,2008,0
1,Freshwater fishes,Belgium,BEL,2009,0
1,Freshwater fishes,Belgium,BEL,2010,0
1,Freshwater fishes,Belgium,BEL,2011,0
1,Freshwater fishes,Belgium,BEL,2012,0
1,Freshwater fishes,Belgium,BEL,2013,0
1,Freshwater fishes,Belgium,BEL,2014,0
1,Freshwater fishes,Belgium,BEL,2015,0
1,Freshwater fishes,Belgium,BEL,2016,0.001
1,Freshwater fishes,Belgium,BEL,2017,0
1,Freshwater fishes,Chinese Taipei,TWN,2000,0
1,Freshwater fishes,Chinese Taipei,TWN,2001,0
1,Freshwater fishes,Chinese Taipei,TWN,2002,0
1,Freshwater fishes,Chinese Taipei,TWN,2003,0
1,Freshwater fishes,Chinese Taipei,TWN,2004,0
1,Freshwater fishes,Chinese Taipei,TWN,2005,0
1,Freshwater fishes,Chinese Taipei,TWN,2006,0
1,Freshwater fishes,Chinese Taipei,TWN,2007,0
1,Freshwater fishes,Chinese Taipei,TWN,2008,0
1,Freshwater fishes,Chinese Taipei,TWN,2009,25.4504
1,Freshwater fishes,Chinese Taipei,TWN,2010,0
1,Freshwater fishes,Chinese Taipei,TWN,2011,0
1,Freshwater fishes,Chinese Taipei,TWN,2012,0.3643
1,Freshwater fishes,Chinese Taipei,TWN,2013,69.0861
1,Freshwater fishes,Chinese Taipei,TWN,2014,3.81576
1,Freshwater fishes,Chinese Taipei,TWN,2015,0.4527
1,Freshwater fishes,Chinese Taipei,TWN,2016,6.9831
1,Freshwater fishes,Chinese Taipei,TWN,2017,0
1,Freshwater fishes,Colombia,COL,2012,75.17030103
1,Freshwater fishes,Colombia,COL,2013,180.211597
1,Freshwater fishes,Colombia,COL,2014,124.0749965
1,Freshwater fishes,Colombia,COL,2015,167.7362263
1,Freshwater fishes,Colombia,COL,2016,124.4843722
1,Freshwater fishes,Colombia,COL,2017,303.246159
1,Freshwater fishes,Denmark,DNK,2000,98
1,Freshwater fishes,Denmark,DNK,2001,74.8
1,Freshwater fishes,Denmark,DNK,2002,95.2
1,Freshwater fishes,Denmark,DNK,2003,96.5
1,Freshwater fishes,Denmark,DNK,2004,70.4
1,Freshwater fishes,Denmark,DNK,2005,52.2
1,Freshwater fishes,Denmark,DNK,2006,64.6
1,Freshwater fishes,Denmark,DNK,2007,86.4
1,Freshwater fishes,Denmark,DNK,2008,45.7
1,Freshwater fishes,Denmark,DNK,2009,45
1,Freshwater fishes,Denmark,DNK,2010,40.1
1,Freshwater fishes,Denmark,DNK,2011,74.1
1,Freshwater fishes,Denmark,DNK,2012,78.4
1,Freshwater fishes,Denmark,DNK,2013,107.8
1,Freshwater fishes,Denmark,DNK,2014,96.7
1,Freshwater fishes,Denmark,DNK,2015,64
1,Freshwater fishes,Denmark,DNK,2016,49.2
1,Freshwater fishes,Denmark,DNK,2017,53.1
1,Freshwater fishes,Estonia,EST,2005,912
1,Freshwater fishes,Estonia,EST,2006,1427.5134
1,Freshwater fishes,Estonia,EST,2007,1126.06498
1,Freshwater fishes,Estonia,EST,2008,1002.9306
1,Freshwater fishes,Estonia,EST,2009,1087.45655
1,Freshwater fishes,Estonia,EST,2010,1192.47613
1,Freshwater fishes,Estonia,EST,2011,1233.48582
1,Freshwater fishes,Estonia,EST,2012,1053.94527
1,Freshwater fishes,Estonia,EST,2013,1692.61788
1,Freshwater fishes,Estonia,EST,2014,2195.07904
1,Freshwater fishes,Estonia,EST,2015,2038.50764
1,Freshwater fishes,Estonia,EST,2016,1966.6311
1,Freshwater fishes,Estonia,EST,2017,1890.252
1,Freshwater fishes,France,FRA,2007,0.5
1,Freshwater fishes,France,FRA,2008,0.4
1,Freshwater fishes,France,FRA,2009,6.3
1,Freshwater fishes,France,FRA,2010,93.6
1,Freshwater fishes,France,FRA,2011,16.3
1,Freshwater fishes,France,FRA,2012,11.4
1,Freshwater fishes,France,FRA,2013,13.5
1,Freshwater fishes,France,FRA,2014,10.8
1,Freshwater fishes,France,FRA,2015,8.5
1,Freshwater fishes,France,FRA,2016,11.9
1,Freshwater fishes,France,FRA,2017,8.2
1,Freshwater fishes,Germany,DEU,2016,1511.337
1,Freshwater fishes,Germany,DEU,2017,1503.183
1,Freshwater fishes,Latvia,LVA,2004,159
1,Freshwater fishes,Latvia,LVA,2005,198
1,Freshwater fishes,Latvia,LVA,2006,183
1,Freshwater fishes,Latvia,LVA,2007,225
1,Freshwater fishes,Latvia,LVA,2008,136
1,Freshwater fishes,Latvia,LVA,2009,143
1,Freshwater fishes,Latvia,LVA,2010,167
1,Freshwater fishes,Latvia,LVA,2011,139
1,Freshwater fishes,Latvia,LVA,2012,141
1,Freshwater fishes,Latvia,LVA,2013,149
1,Freshwater fishes,Latvia,LVA,2014,236
1,Freshwater fishes,Latvia,LVA,2015,277
1,Freshwater fishes,Latvia,LVA,2016,684
1,Freshwater fishes,Latvia,LVA,2017,1128.08
1,Freshwater fishes,Lithuania,LTU,2005,0.05
1,Freshwater fishes,Lithuania,LTU,2006,5.117
1,Freshwater fishes,Lithuania,LTU,2007,13.965
1,Freshwater fishes,Lithuania,LTU,2008,6.79
1,Freshwater fishes,Lithuania,LTU,2009,10.413
1,Freshwater fishes,Lithuania,LTU,2010,7.528
1,Freshwater fishes,Lithuania,LTU,2011,8.11
1,Freshwater fishes,Lithuania,LTU,2012,8.642
1,Freshwater fishes,Lithuania,LTU,2013,6.131
1,Freshwater fishes,Lithuania,LTU,2014,1.269
1,Freshwater fishes,Lithuania,LTU,2015,1.339
1,Freshwater fishes,Lithuania,LTU,2016,0.568
1,Freshwater fishes,Lithuania,LTU,2017,8.783
1,Freshwater fishes,Mexico,MEX,2005,77088.13
1,Freshwater fishes,Mexico,MEX,2006,76381.29012
1,Freshwater fishes,Mexico,MEX,2007,83749.01605
1,Freshwater fishes,Mexico,MEX,2008,75611.5599
1,Freshwater fishes,Mexico,MEX,2009,75110.0548
1,Freshwater fishes,Mexico,MEX,2010,77748.61859
1,Freshwater fishes,Mexico,MEX,2011,63009.69373
1,Freshwater fishes,Mexico,MEX,2012,56551.5851
1,Freshwater fishes,Mexico,MEX,2013,83715.14623
1,Freshwater fishes,Mexico,MEX,2014,94128.49789
1,Freshwater fishes,Mexico,MEX,2015,107701.7411
1,Freshwater fishes,Mexico,MEX,2016,153716.3744
1,Freshwater fishes,Mexico,MEX,2017,132685.4012
1,Freshwater fishes,Netherlands,NLD,2008,1.247
1,Freshwater fishes,Netherlands,NLD,2009,3.287
1,Freshwater fishes,Netherlands,NLD,2010,8.61
1,Freshwater fishes,Netherlands,NLD,2011,311.03
1,Freshwater fishes,Netherlands,NLD,2012,9.267
1,Freshwater fishes,Netherlands,NLD,2013,22.051
1,Freshwater fishes,Netherlands,NLD,2014,2.329
1,Freshwater fishes,Netherlands,NLD,2015,7.131
1,Freshwater fishes,Netherlands,NLD,2016,6.498
1,Freshwater fishes,Netherlands,NLD,2017,34.838
1,Freshwater fishes,Norway,NOR,2000,2.3565
1,Freshwater fishes,Norway,NOR,2001,2.0825
1,Freshwater fishes,Norway,NOR,2002,2.1045
1,Freshwater fishes,Norway,NOR,2003,1.6305
1,Freshwater fishes,Norway,NOR,2004,5.1
1,Freshwater fishes,Norway,NOR,2005,6.8562
1,Freshwater fishes,Norway,NOR,2006,0.7778
1,Freshwater fishes,Norway,NOR,2007,0.005
1,Freshwater fishes,Norway,NOR,2008,0.7714
1,Freshwater fishes,Norway,NOR,2009,0.0722
1,Freshwater fishes,Norway,NOR,2010,0.0442
1,Freshwater fishes,Norway,NOR,2011,0.7098
1,Freshwater fishes,Norway,NOR,2012,0.0064
1,Freshwater fishes,Norway,NOR,2013,0.0814
1,Freshwater fishes,Norway,NOR,2014,0.069
1,Freshwater fishes,Norway,NOR,2015,0.039
1,Freshwater fishes,Norway,NOR,2016,0.0065
1,Freshwater fishes,Norway,NOR,2017,0.1695
1,Freshwater fishes,Peru,PER,2000,34070.89622
1,Freshwater fishes,Peru,PER,2001,73204.79285
1,Freshwater fishes,Peru,PER,2002,17786.56187
1,Freshwater fishes,Peru,PER,2003,4824.274904
1,Freshwater fishes,Peru,PER,2004,13278.06646
1,Freshwater fishes,Peru,PER,2005,9149.644753
1,Freshwater fishes,Peru,PER,2006,4065.398986
1,Freshwater fishes,Peru,PER,2007,6966.147135
1,Freshwater fishes,Peru,PER,2008,4447.723083
1,Freshwater fishes,Peru,PER,2009,8722.330097
1,Freshwater fishes,Peru,PER,2010,4838.035775
1,Freshwater fishes,Peru,PER,2011,10219.92194
1,Freshwater fishes,Peru,PER,2012,7728.85468
1,Freshwater fishes,Peru,PER,2013,51060.59529
1,Freshwater fishes,Peru,PER,2014,14448.7949
1,Freshwater fishes,Peru,PER,2015,5120.699766
1,Freshwater fishes,Peru,PER,2016,7985.916651
1,Freshwater fishes,Poland,POL,2004,1062.9613
1,Freshwater fishes,Poland,POL,2005,3034.4257
1,Freshwater fishes,Poland,POL,2006,2651.0899
1,Freshwater fishes,Poland,POL,2007,2996.2627
1,Freshwater fishes,Poland,POL,2008,2539.3202
1,Freshwater fishes,Poland,POL,2009,2592.8519
1,Freshwater fishes,Poland,POL,2010,2337.2815
1,Freshwater fishes,Poland,POL,2011,2343.4896
1,Freshwater fishes,Poland,POL,2012,2612.00675
1,Freshwater fishes,Poland,POL,2013,3147.5415
1,Freshwater fishes,Poland,POL,2014,3098.8688
1,Freshwater fishes,Poland,POL,2015,2964.89665
1,Freshwater fishes,Poland,POL,2016,3203.65585
1,Freshwater fishes,Poland,POL,2017,2675.73346
1,Freshwater fishes,Slovenia,SVN,2017,0.6248
1,Freshwater fishes,Spain,ESP,2008,0
1,Freshwater fishes,Spain,ESP,2016,0.11
1,Freshwater fishes,Sweden,SWE,2000,219.5827
1,Freshwater fishes,Sweden,SWE,2001,201.7635
1,Freshwater fishes,Sweden,SWE,2002,195.6755
1,Freshwater fishes,Sweden,SWE,2003,200.1301
1,Freshwater fishes,Sweden,SWE,2004,189.8599
1,Freshwater fishes,Sweden,SWE,2005,204.7753
1,Freshwater fishes,Sweden,SWE,2006,202.1139
1,Freshwater fishes,Sweden,SWE,2007,200.9659
1,Freshwater fishes,Sweden,SWE,2008,158.3866
1,Freshwater fishes,Sweden,SWE,2009,139.0595
1,Freshwater fishes,Sweden,SWE,2010,116.0114
1,Freshwater fishes,Sweden,SWE,2011,133.7861
1,Freshwater fishes,Sweden,SWE,2012,143.2027
1,Freshwater fishes,Sweden,SWE,2013,156.0875
1,Freshwater fishes,Sweden,SWE,2014,177.8104
1,Freshwater fishes,Sweden,SWE,2015,197.5897
1,Freshwater fishes,Sweden,SWE,2016,185.3803
1,Freshwater fishes,Sweden,SWE,2017,149.152
1,Freshwater fishes,United States,USA,2000,12524
1,Freshwater fishes,United States,USA,2001,12884
1,Freshwater fishes,United States,USA,2002,12292
1,Freshwater fishes,United States,USA,2003,11966
1,Freshwater fishes,United States,USA,2004,13114
1,Freshwater fishes,United States,USA,2005,8137
1,Freshwater fishes,United States,USA,2006,8299
1,Freshwater fishes,United States,USA,2007,8483
1,Freshwater fishes,United States,USA,2008,8543
1,Freshwater fishes,United States,USA,2009,7914
1,Freshwater fishes,United States,USA,2010,8392
1,Freshwater fishes,United States,USA,2011,8721
1,Freshwater fishes,United States,USA,2012,9182
1,Freshwater fishes,United States,USA,2013,8954
1,Freshwater fishes,United States,USA,2014,9619
1,Freshwater fishes,United States,USA,2015,10776
1,Freshwater fishes,United States,USA,2016,10648
1,Freshwater fishes,United States,USA,2017,6001
2,Diadromous fishes,Australia,AUS,2001,2157.406
2,Diadromous fishes,Australia,AUS,2002,2568.55
2,Diadromous fishes,Australia,AUS,2003,1694.98
2,Diadromous fishes,Australia,AUS,2004,1749.67
2,Diadromous fishes,Australia,AUS,2005,1526.9
2,Diadromous fishes,Australia,AUS,2006,1577.228
2,Diadromous fishes,Australia,AUS,2007,1468.19
2,Diadromous fishes,Australia,AUS,2008,1621.87
2,Diadromous fishes,Australia,AUS,2009,1745.347
2,Diadromous fishes,Australia,AUS,2010,1658.15
2,Diadromous fishes,Australia,AUS,2011,2070.84786
2,Diadromous fishes,Australia,AUS,2012,2260.63
2,Diadromous fishes,Australia,AUS,2013,1595.52
2,Diadromous fishes,Australia,AUS,2014,1235.87
2,Diadromous fishes,Australia,AUS,2015,1074.05
2,Diadromous fishes,Australia,AUS,2016,1029.17
2,Diadromous fishes,Australia,AUS,2017,1210.02
2,Diadromous fishes,Belgium,BEL,2000,0
2,Diadromous fishes,Belgium,BEL,2001,0
2,Diadromous fishes,Belgium,BEL,2002,0
2,Diadromous fishes,Belgium,BEL,2003,0
2,Diadromous fishes,Belgium,BEL,2004,0
2,Diadromous fishes,Belgium,BEL,2005,0
2,Diadromous fishes,Belgium,BEL,2006,0
2,Diadromous fishes,Belgium,BEL,2007,0
2,Diadromous fishes,Belgium,BEL,2008,0
2,Diadromous fishes,Belgium,BEL,2009,0
2,Diadromous fishes,Belgium,BEL,2010,0
2,Diadromous fishes,Belgium,BEL,2011,0
2,Diadromous fishes,Belgium,BEL,2012,0
2,Diadromous fishes,Belgium,BEL,2013,0.076
2,Diadromous fishes,Belgium,BEL,2014,0.075
2,Diadromous fishes,Belgium,BEL,2015,0.136
2,Diadromous fishes,Belgium,BEL,2016,0.092
2,Diadromous fishes,Belgium,BEL,2017,0.15
2,Diadromous fishes,Canada,CAN,2000,26521.54705
2,Diadromous fishes,Canada,CAN,2001,30970.44362
2,Diadromous fishes,Canada,CAN,2002,40605.69746
2,Diadromous fishes,Canada,CAN,2003,45405.53456
2,Diadromous fishes,Canada,CAN,2004,30911.80893
2,Diadromous fishes,Canada,CAN,2005,31224.71056
2,Diadromous fishes,Canada,CAN,2006,30028.4571
2,Diadromous fishes,Canada,CAN,2007,24891.4485
2,Diadromous fishes,Canada,CAN,2008,10121.8865
2,Diadromous fishes,Canada,CAN,2009,22955.0175
2,Diadromous fishes,Canada,CAN,2010,27232.632
2,Diadromous fishes,Canada,CAN,2011,23646.774
2,Diadromous fishes,Canada,CAN,2012,11569.52
2,Diadromous fishes,Canada,CAN,2013,19724.86
2,Diadromous fishes,Canada,CAN,2014,37470.18469
2,Diadromous fishes,Canada,CAN,2015,22619.97729
2,Diadromous fishes,Canada,CAN,2016,25885.70003
2,Diadromous fishes,Chinese Taipei,TWN,2000,49.56
2,Diadromous fishes,Chinese Taipei,TWN,2001,155.505
2,Diadromous fishes,Chinese Taipei,TWN,2002,104.554
2,Diadromous fishes,Chinese Taipei,TWN,2003,141.086
2,Diadromous fishes,Chinese Taipei,TWN,2004,77.842
2,Diadromous fishes,Chinese Taipei,TWN,2005,91.1094
2,Diadromous fishes,Chinese Taipei,TWN,2006,89.812
2,Diadromous fishes,Chinese Taipei,TWN,2007,59.3755
2,Diadromous fishes,Chinese Taipei,TWN,2008,63.639
2,Diadromous fishes,Chinese Taipei,TWN,2009,83.9584
2,Diadromous fishes,Chinese Taipei,TWN,2010,105.007
2,Diadromous fishes,Chinese Taipei,TWN,2011,79.0571
2,Diadromous fishes,Chinese Taipei,TWN,2012,98.87098
2,Diadromous fishes,Chinese Taipei,TWN,2013,73.7322
2,Diadromous fishes,Chinese Taipei,TWN,2014,24.59872
2,Diadromous fishes,Chinese Taipei,TWN,2015,31.54123
2,Diadromous fishes,Chinese Taipei,TWN,2016,41.15462
2,Diadromous fishes,Chinese Taipei,TWN,2017,27.03804
2,Diadromous fishes,Colombia,COL,2013,0.020172947
2,Diadromous fishes,Colombia,COL,2014,1.038220032
2,Diadromous fishes,Colombia,COL,2015,0.117231344
2,Diadromous fishes,Colombia,COL,2016,0.216
2,Diadromous fishes,Colombia,COL,2017,0.011072548
2,Diadromous fishes,Denmark,DNK,2000,1112.8
2,Diadromous fishes,Denmark,DNK,2001,1221.4
2,Diadromous fishes,Denmark,DNK,2002,967.9
2,Diadromous fishes,Denmark,DNK,2003,1158.4
2,Diadromous fishes,Denmark,DNK,2004,1011.1
2,Diadromous fishes,Denmark,DNK,2005,825.6
2,Diadromous fishes,Denmark,DNK,2006,888.2
2,Diadromous fishes,Denmark,DNK,2007,673.4
2,Diadromous fishes,Denmark,DNK,2008,558.1
2,Diadromous fishes,Denmark,DNK,2009,656.1
2,Diadromous fishes,Denmark,DNK,2010,613.6
2,Diadromous fishes,Denmark,DNK,2011,512.8
2,Diadromous fishes,Denmark,DNK,2012,902.4
2,Diadromous fishes,Denmark,DNK,2013,617.3
2,Diadromous fishes,Denmark,DNK,2014,488.9
2,Diadromous fishes,Denmark,DNK,2015,382
2,Diadromous fishes,Denmark,DNK,2016,364.1
2,Diadromous fishes,Denmark,DNK,2017,286.6
2,Diadromous fishes,Estonia,EST,2005,250
2,Diadromous fishes,Estonia,EST,2006,450.39265
2,Diadromous fishes,Estonia,EST,2007,1668.83338
2,Diadromous fishes,Estonia,EST,2008,1536.289
2,Diadromous fishes,Estonia,EST,2009,1078.82305
2,Diadromous fishes,Estonia,EST,2010,386.26661
2,Diadromous fishes,Estonia,EST,2011,725.0735
2,Diadromous fishes,Estonia,EST,2012,474.93197
2,Diadromous fishes,Estonia,EST,2013,299.1424
2,Diadromous fishes,Estonia,EST,2014,673.38705
2,Diadromous fishes,Estonia,EST,2015,455.33625
2,Diadromous fishes,Estonia,EST,2016,394.18915
2,Diadromous fishes,Estonia,EST,2017,215.934
2,Diadromous fishes,France,FRA,2007,112.2
2,Diadromous fishes,France,FRA,2008,155.2
2,Diadromous fishes,France,FRA,2009,441.4
2,Diadromous fishes,France,FRA,2010,453.5
2,Diadromous fishes,France,FRA,2011,559.8
2,Diadromous fishes,France,FRA,2012,694.6
2,Diadromous fishes,France,FRA,2013,560
2,Diadromous fishes,France,FRA,2014,512
2,Diadromous fishes,France,FRA,2015,400.6
2,Diadromous fishes,France,FRA,2016,421.6
2,Diadromous fishes,France,FRA,2017,429.8
2,Diadromous fishes,Germany,DEU,2015,27.555
2,Diadromous fishes,Germany,DEU,2016,86.467
2,Diadromous fishes,Germany,DEU,2017,100.489
2,Diadromous fishes,Greece,GRC,2002,15.78
2,Diadromous fishes,Greece,GRC,2003,19.63
2,Diadromous fishes,Greece,GRC,2004,18.37
2,Diadromous fishes,Greece,GRC,2005,15.12
2,Diadromous fishes,Greece,GRC,2006,17.46
2,Diadromous fishes,Greece,GRC,2007,14.71
2,Diadromous fishes,Greece,GRC,2008,10.37
2,Diadromous fishes,Greece,GRC,2009,13.11
2,Diadromous fishes,Greece,GRC,2010,4
2,Diadromous fishes,Greece,GRC,2011,9.39
2,Diadromous fishes,Greece,GRC,2012,8.83
2,Diadromous fishes,Greece,GRC,2013,5.25
2,Diadromous fishes,Greece,GRC,2014,18.11
2,Diadromous fishes,Greece,GRC,2015,19.74
2,Diadromous fishes,Greece,GRC,2016,46.7
2,Diadromous fishes,Greece,GRC,2017,20.7
2,Diadromous fishes,Iceland,ISL,2012,0.1
2,Diadromous fishes,Iceland,ISL,2013,0
2,Diadromous fishes,Iceland,ISL,2014,0.34
2,Diadromous fishes,Iceland,ISL,2015,0.108
2,Diadromous fishes,Iceland,ISL,2016,0.029
2,Diadromous fishes,Iceland,ISL,2017,0
2,Diadromous fishes,Ireland,IRL,2008,0.03
2,Diadromous fishes,Ireland,IRL,2012,186.39
2,Diadromous fishes,Ireland,IRL,2013,29.7
2,Diadromous fishes,Italy,ITA,2007,49.38775
2,Diadromous fishes,Italy,ITA,2013,9.22436
2,Diadromous fishes,Italy,ITA,2014,32.99797
2,Diadromous fishes,Italy,ITA,2015,36.28303
2,Diadromous fishes,Italy,ITA,2016,88.9809
2,Diadromous fishes,Italy,ITA,2017,97.80743
2,Diadromous fishes,Japan,JPN,2000,191686
2,Diadromous fishes,Japan,JPN,2001,238469
2,Diadromous fishes,Japan,JPN,2002,248010
2,Diadromous fishes,Japan,JPN,2003,297049
2,Diadromous fishes,Japan,JPN,2004,272884
2,Diadromous fishes,Japan,JPN,2005,257988
2,Diadromous fishes,Japan,JPN,2006,239398
2,Diadromous fishes,Japan,JPN,2007,246844
2,Diadromous fishes,Japan,JPN,2008,187759
2,Diadromous fishes,Japan,JPN,2009,230941
2,Diadromous fishes,Japan,JPN,2010,186115
2,Diadromous fishes,Japan,JPN,2011,154458
2,Diadromous fishes,Japan,JPN,2012,140664
2,Diadromous fishes,Japan,JPN,2013,176406
2,Diadromous fishes,Japan,JPN,2014,156559
2,Diadromous fishes,Japan,JPN,2015,144019
2,Diadromous fishes,Japan,JPN,2016,116132
2,Diadromous fishes,Japan,JPN,2017,77200
2,Diadromous fishes,Korea,KOR,2000,6528
2,Diadromous fishes,Korea,KOR,2001,9179
2,Diadromous fishes,Korea,KOR,2002,4769
2,Diadromous fishes,Korea,KOR,2003,6571
2,Diadromous fishes,Korea,KOR,2004,4345
2,Diadromous fishes,Korea,KOR,2005,6753
2,Diadromous fishes,Korea,KOR,2006,8281
2,Diadromous fishes,Korea,KOR,2007,10877
2,Diadromous fishes,Korea,KOR,2008,7963
2,Diadromous fishes,Korea,KOR,2009,7694
2,Diadromous fishes,Korea,KOR,2010,13681.263
2,Diadromous fishes,Korea,KOR,2011,9040
2,Diadromous fishes,Korea,KOR,2012,12878
2,Diadromous fishes,Korea,KOR,2013,11281
2,Diadromous fishes,Korea,KOR,2014,11962
2,Diadromous fishes,Korea,KOR,2015,9115
2,Diadromous fishes,Korea,KOR,2016,5839
2,Diadromous fishes,Korea,KOR,2017,13959
2,Diadromous fishes,Latvia,LVA,2004,323
2,Diadromous fishes,Latvia,LVA,2005,222
2,Diadromous fishes,Latvia,LVA,2006,344
2,Diadromous fishes,Latvia,LVA,2007,894
2,Diadromous fishes,Latvia,LVA,2008,1763
2,Diadromous fishes,Latvia,LVA,2009,2002
2,Diadromous fishes,Latvia,LVA,2010,1140
2,Diadromous fishes,Latvia,LVA,2011,1483
2,Diadromous fishes,Latvia,LVA,2012,1551
2,Diadromous fishes,Latvia,LVA,2013,2538
2,Diadromous fishes,Latvia,LVA,2014,1529
2,Diadromous fishes,Latvia,LVA,2015,1165
2,Diadromous fishes,Latvia,LVA,2016,601
2,Diadromous fishes,Latvia,LVA,2017,1235.6
2,Diadromous fishes,Lithuania,LTU,2004,4.323782
2,Diadromous fishes,Lithuania,LTU,2005,1.684
2,Diadromous fishes,Lithuania,LTU,2006,18.915
2,Diadromous fishes,Lithuania,LTU,2007,20.518
2,Diadromous fishes,Lithuania,LTU,2008,10.332
2,Diadromous fishes,Lithuania,LTU,2009,14.662
2,Diadromous fishes,Lithuania,LTU,2010,0.494
2,Diadromous fishes,Lithuania,LTU,2011,3.041
2,Diadromous fishes,Lithuania,LTU,2012,15.932
2,Diadromous fishes,Lithuania,LTU,2013,10.795
2,Diadromous fishes,Lithuania,LTU,2014,1.275
2,Diadromous fishes,Lithuania,LTU,2015,7.715
2,Diadromous fishes,Lithuania,LTU,2016,8.485
2,Diadromous fishes,Lithuania,LTU,2017,112.379
2,Diadromous fishes,Mexico,MEX,2005,4132.354
2,Diadromous fishes,Mexico,MEX,2006,2595.674701
2,Diadromous fishes,Mexico,MEX,2007,1790.060283
2,Diadromous fishes,Mexico,MEX,2008,1958.074599
2,Diadromous fishes,Mexico,MEX,2009,1902.630177
2,Diadromous fishes,Mexico,MEX,2010,2286.99014
2,Diadromous fishes,Mexico,MEX,2011,2002.3785
2,Diadromous fishes,Mexico,MEX,2012,2749.8731
2,Diadromous fishes,Mexico,MEX,2013,3083.822433
2,Diadromous fishes,Mexico,MEX,2014,3421.182451
2,Diadromous fishes,Mexico,MEX,2015,3124.53061
2,Diadromous fishes,Mexico,MEX,2016,2452.466
2,Diadromous fishes,Mexico,MEX,2017,2456.066
2,Diadromous fishes,Netherlands,NLD,2008,198.811
2,Diadromous fishes,Netherlands,NLD,2009,372.152
2,Diadromous fishes,Netherlands,NLD,2010,415.014
2,Diadromous fishes,Netherlands,NLD,2011,115.223
2,Diadromous fishes,Netherlands,NLD,2012,219.691
2,Diadromous fishes,Netherlands,NLD,2013,171.858
2,Diadromous fishes,Netherlands,NLD,2014,69.29
2,Diadromous fishes,Netherlands,NLD,2015,16.793
2,Diadromous fishes,Netherlands,NLD,2016,128.999
2,Diadromous fishes,Netherlands,NLD,2017,394.157
2,Diadromous fishes,Norway,NOR,2000,939.258
2,Diadromous fishes,Norway,NOR,2001,1026.672
2,Diadromous fishes,Norway,NOR,2002,925.9453
2,Diadromous fishes,Norway,NOR,2003,858.7606
2,Diadromous fishes,Norway,NOR,2004,729.8488
2,Diadromous fishes,Norway,NOR,2005,737.2749
2,Diadromous fishes,Norway,NOR,2006,831.5273
2,Diadromous fishes,Norway,NOR,2007,638.9033
2,Diadromous fishes,Norway,NOR,2008,605.6426
2,Diadromous fishes,Norway,NOR,2009,363.9026
2,Diadromous fishes,Norway,NOR,2010,303.6968
2,Diadromous fishes,Norway,NOR,2011,318.4326
2,Diadromous fishes,Norway,NOR,2012,265.1898
2,Diadromous fishes,Norway,NOR,2013,197.6523
2,Diadromous fishes,Norway,NOR,2014,219.3487
2,Diadromous fishes,Norway,NOR,2015,4.4111
2,Diadromous fishes,Norway,NOR,2016,9.9799
2,Diadromous fishes,Norway,NOR,2017,20.4241
2,Diadromous fishes,Poland,POL,2004,969.2298
2,Diadromous fishes,Poland,POL,2005,999.51175
2,Diadromous fishes,Poland,POL,2006,892.2108
2,Diadromous fishes,Poland,POL,2007,838.0809
2,Diadromous fishes,Poland,POL,2008,285.4165
2,Diadromous fishes,Poland,POL,2009,622.6071
2,Diadromous fishes,Poland,POL,2010,633.1501
2,Diadromous fishes,Poland,POL,2011,371.3192
2,Diadromous fishes,Poland,POL,2012,303.3748
2,Diadromous fishes,Poland,POL,2013,282.4743
2,Diadromous fishes,Poland,POL,2014,244.3075
2,Diadromous fishes,Poland,POL,2015,269.2679
2,Diadromous fishes,Poland,POL,2016,340.8615
2,Diadromous fishes,Poland,POL,2017,390.49525
2,Diadromous fishes,Portugal,PRT,2000,1.7
2,Diadromous fishes,Portugal,PRT,2001,11.5
2,Diadromous fishes,Portugal,PRT,2002,8.3
2,Diadromous fishes,Portugal,PRT,2003,0.4
2,Diadromous fishes,Portugal,PRT,2004,1.2
2,Diadromous fishes,Portugal,PRT,2005,4.6
2,Diadromous fishes,Portugal,PRT,2006,0.75
2,Diadromous fishes,Portugal,PRT,2007,4.44
2,Diadromous fishes,Portugal,PRT,2008,1.67377
2,Diadromous fishes,Portugal,PRT,2009,3.71434
